station,valid,tmpf,drct,sped,alti,p01i,vsby
EWR,2025-01-04 03:51,31.00,250.00,9.20,29.79,0.00,10.00
EWR,2025-01-04 04:51,31.00,290.00,14.95,29.77,0.00,10.00
EWR,2025-01-04 05:51,31.00,290.00,14.95,29.77,0.00,10.00
EWR,2025-01-04 06:51,31.00,270.00,11.50,29.77,0.00,10.00
EWR,2025-01-04 07:51,30.00,260.00,10.35,29.79,0.00,10.00
EWR,2025-01-04 08:51,31.00,290.00,14.95,29.80,0.00,10.00
EWR,2025-01-04 09:51,30.00,310.00,14.95,29.82,0.00,10.00
EWR,2025-01-04 10:51,30.00,280.00,8.05,29.84,0.00,10.00
EWR,2025-01-04 11:51,31.00,300.00,13.80,29.86,0.00,10.00
EWR,2025-01-04 12:51,31.00,290.00,19.55,29.86,0.00,10.00
EWR,2025-01-04 13:51,32.00,290.00,20.70,29.88,0.00,10.00
EWR,2025-01-04 14:51,35.00,300.00,14.95,29.90,0.00,10.00
EWR,2025-01-04 15:51,33.00,280.00,24.15,29.90,0.00,10.00
EWR,2025-01-04 16:51,34.00,310.00,19.55,29.88,0.00,10.00
EWR,2025-01-04 17:51,35.00,300.00,25.30,29.87,0.00,10.00
EWR,2025-01-04 18:51,34.00,300.00,21.85,29.87,0.00,10.00
EWR,2025-01-04 19:51,33.00,300.00,20.70,29.89,0.00,10.00
EWR,2025-01-04 20:51,33.00,290.00,16.10,29.91,0.00,10.00
EWR,2025-01-04 21:51,32.00,290.00,20.70,29.93,0.00,10.00
EWR,2025-01-04 22:51,31.00,290.00,13.80,29.95,0.00,10.00
EWR,2025-01-04 23:51,31.00,260.00,18.40,29.95,0.00,10.00
EWR,2025-01-05 00:39,30.00,270.00,16.10,29.96,0.00,10.00
EWR,2025-01-05 00:51,30.00,280.00,17.25,29.96,0.00,10.00
EWR,2025-01-05 01:51,30.00,270.00,14.95,29.97,0.00,10.00
EWR,2025-01-05 02:51,29.00,270.00,11.50,29.98,0.00,10.00
EWR,2025-01-05 03:51,28.00,250.00,11.50,29.99,0.00,10.00
EWR,2025-01-05 04:51,29.00,260.00,16.10,30.00,0.00,10.00
EWR,2025-01-05 05:51,29.00,260.00,16.10,30.00,0.00,10.00
EWR,2025-01-05 06:51,29.00,270.00,14.95,30.01,0.00,10.00
EWR,2025-01-05 07:51,29.00,260.00,11.50,30.01,0.00,10.00
EWR,2025-01-05 08:51,28.00,260.00,12.65,30.00,0.00,10.00
EWR,2025-01-05 09:51,28.00,250.00,16.10,30.01,0.00,10.00
EWR,2025-01-05 10:51,28.00,250.00,12.65,30.02,0.00,10.00
EWR,2025-01-05 11:51,28.00,260.00,11.50,30.03,0.00,10.00
EWR,2025-01-05 12:51,28.00,250.00,14.95,30.04,0.00,10.00
EWR,2025-01-05 13:51,30.00,260.00,21.85,30.05,0.00,10.00
EWR,2025-01-05 14:51,31.00,260.00,18.40,30.06,0.00,10.00
EWR,2025-01-05 15:51,32.00,260.00,18.40,30.05,0.00,10.00
EWR,2025-01-05 16:51,33.00,280.00,14.95,30.02,0.00,10.00
EWR,2025-01-05 17:51,33.00,270.00,18.40,30.01,0.00,10.00
EWR,2025-01-05 18:51,35.00,290.00,17.25,30.01,0.00,10.00
EWR,2025-01-05 19:51,35.00,280.00,17.25,30.02,0.00,10.00
EWR,2025-01-05 20:51,34.00,300.00,16.10,30.04,0.00,10.00
EWR,2025-01-05 21:51,32.00,320.00,11.50,30.05,0.00,10.00
EWR,2025-01-05 22:51,31.00,310.00,8.05,30.07,0.00,10.00
EWR,2025-01-05 23:51,31.00,290.00,12.65,30.06,0.00,10.00
EWR,2025-01-06 00:51,31.00,280.00,11.50,30.06,0.00,10.00
EWR,2025-01-06 01:51,30.00,270.00,9.20,30.06,0.00,10.00
EWR,2025-01-06 02:51,30.00,240.00,8.05,30.05,0.00,10.00
EWR,2025-01-06 03:51,29.00,270.00,8.05,30.05,0.00,10.00
EWR,2025-01-06 04:51,28.00,230.00,9.20,30.06,0.00,10.00
EWR,2025-01-06 05:51,28.00,250.00,9.20,30.05,0.00,10.00
EWR,2025-01-06 06:51,28.00,240.00,8.05,30.05,0.00,10.00
EWR,2025-01-06 07:51,28.00,260.00,11.50,30.04,0.00,10.00
EWR,2025-01-06 08:51,28.00,260.00,8.05,30.01,0.00,10.00
EWR,2025-01-06 09:51,29.00,260.00,4.60,29.98,0.00,10.00
EWR,2025-01-06 10:51,28.00,250.00,8.05,29.99,0.00,10.00
EWR,2025-01-06 11:51,28.00,240.00,6.90,29.97,0.00,10.00
EWR,2025-01-06 12:51,29.00,230.00,6.90,29.96,0.00,10.00
EWR,2025-01-06 13:51,30.00,0.00,0.00,29.92,0.00,10.00
EWR,2025-01-06 14:30,30.00,270.00,4.60,29.92,T,9.00
EWR,2025-01-06 14:51,30.00,M,4.60,29.91,T,3.00
EWR,2025-01-06 15:01,29.00,210.00,4.60,29.91,T,2.00
EWR,2025-01-06 15:29,28.00,0.00,0.00,29.90,0.01,1.50
EWR,2025-01-06 15:48,28.40,0.00,0.00,29.88,0.02,1.25
EWR,2025-01-06 15:51,28.00,0.00,0.00,29.87,0.02,1.25
EWR,2025-01-06 16:09,28.00,330.00,5.75,29.86,T,2.00
EWR,2025-01-06 16:51,29.00,30.00,4.60,29.84,0.01,1.50
EWR,2025-01-06 17:51,29.00,10.00,6.90,29.80,0.02,1.00
EWR,2025-01-06 18:49,30.20,20.00,9.20,29.75,0.01,4.00
EWR,2025-01-06 18:51,30.00,20.00,11.50,29.74,0.01,4.00
EWR,2025-01-06 19:17,30.00,10.00,9.20,29.74,T,9.00
EWR,2025-01-06 19:51,31.00,20.00,12.65,29.72,T,10.00
EWR,2025-01-06 20:51,31.00,360.00,10.35,29.70,0.00,10.00
EWR,2025-01-06 21:29,31.00,10.00,11.50,29.69,0.00,10.00
EWR,2025-01-06 21:51,31.00,10.00,10.35,29.69,0.00,10.00
EWR,2025-01-06 22:36,31.00,360.00,13.80,29.68,T,10.00
EWR,2025-01-06 22:51,31.00,10.00,13.80,29.68,T,10.00
EWR,2025-01-06 23:51,31.00,350.00,20.70,29.65,T,10.00
EWR,2025-01-07 00:51,30.00,350.00,14.95,29.65,0.00,10.00
EWR,2025-01-07 01:16,29.00,350.00,14.95,29.65,T,10.00
EWR,2025-01-07 01:51,28.00,350.00,21.85,29.64,T,10.00
EWR,2025-01-07 02:10,27.00,350.00,19.55,29.64,T,10.00
EWR,2025-01-07 02:51,27.00,340.00,14.95,29.67,T,10.00
EWR,2025-01-07 03:51,26.00,340.00,14.95,29.70,0.00,10.00
EWR,2025-01-07 04:51,23.00,310.00,18.40,29.73,0.00,10.00
EWR,2025-01-07 05:51,20.00,320.00,16.10,29.76,0.00,10.00
EWR,2025-01-07 06:51,20.00,320.00,17.25,29.76,0.00,10.00
EWR,2025-01-07 07:51,20.00,310.00,16.10,29.76,0.00,10.00
EWR,2025-01-07 08:51,21.00,320.00,17.25,29.77,0.00,10.00
EWR,2025-01-07 09:51,22.00,330.00,17.25,29.78,0.00,10.00
EWR,2025-01-07 10:51,23.00,310.00,17.25,29.79,0.00,10.00
EWR,2025-01-07 11:51,23.00,310.00,21.85,29.81,0.00,10.00
EWR,2025-01-07 12:51,24.00,300.00,17.25,29.81,0.00,10.00
EWR,2025-01-07 13:51,24.00,310.00,21.85,29.83,0.00,10.00
EWR,2025-01-07 14:51,26.00,300.00,24.15,29.84,0.00,10.00
EWR,2025-01-07 15:51,28.00,300.00,26.45,29.83,0.00,10.00
EWR,2025-01-07 16:51,30.00,310.00,24.15,29.81,0.00,10.00
EWR,2025-01-07 17:51,32.00,310.00,21.85,29.80,0.00,10.00
EWR,2025-01-07 18:51,34.00,310.00,19.55,29.81,0.00,10.00
EWR,2025-01-07 19:51,34.00,300.00,28.75,29.82,0.00,10.00
EWR,2025-01-07 20:51,34.00,290.00,18.40,29.86,0.00,10.00
EWR,2025-01-07 21:51,31.00,300.00,19.55,29.91,0.00,10.00
EWR,2025-01-07 22:51,30.00,300.00,19.55,29.94,0.00,10.00
EWR,2025-01-07 23:51,29.00,290.00,19.55,29.95,0.00,10.00
EWR,2025-01-08 00:51,28.00,300.00,13.80,29.97,0.00,10.00
EWR,2025-01-08 01:51,28.00,310.00,17.25,29.98,0.00,10.00
EWR,2025-01-08 02:51,28.00,300.00,20.70,29.98,0.00,10.00
EWR,2025-01-08 03:51,28.00,320.00,16.10,29.99,0.00,10.00
EWR,2025-01-08 04:51,27.00,310.00,23.00,29.98,0.00,10.00
EWR,2025-01-08 05:51,27.00,320.00,27.60,29.98,0.00,10.00
EWR,2025-01-08 06:51,26.00,300.00,18.40,29.99,0.00,10.00
EWR,2025-01-08 07:51,27.00,300.00,23.00,29.98,0.00,10.00
EWR,2025-01-08 08:51,26.00,290.00,19.55,29.99,0.00,10.00
EWR,2025-01-08 09:51,26.00,290.00,16.10,29.98,0.00,10.00
EWR,2025-01-08 10:51,25.00,300.00,14.95,29.99,0.00,10.00
EWR,2025-01-08 11:51,25.00,310.00,18.40,29.99,0.00,10.00
EWR,2025-01-08 12:51,25.00,300.00,16.10,30.00,0.00,10.00
EWR,2025-01-08 13:51,27.00,290.00,12.65,29.99,0.00,10.00
EWR,2025-01-08 14:51,29.00,300.00,16.10,29.98,0.00,10.00
EWR,2025-01-08 15:51,30.00,290.00,23.00,29.97,0.00,10.00
EWR,2025-01-08 16:51,30.00,270.00,25.30,29.92,0.00,10.00
EWR,2025-01-08 17:51,32.00,280.00,23.00,29.89,0.00,10.00
EWR,2025-01-08 18:51,32.00,300.00,25.30,29.87,0.00,10.00
EWR,2025-01-08 19:51,31.00,290.00,23.00,29.85,0.00,10.00
EWR,2025-01-08 20:51,30.00,290.00,21.85,29.84,0.00,10.00
EWR,2025-01-08 21:51,27.00,290.00,26.45,29.85,0.00,10.00
EWR,2025-01-08 22:51,25.00,290.00,20.70,29.86,0.00,10.00
EWR,2025-01-08 23:51,24.00,290.00,18.40,29.86,0.00,10.00
EWR,2025-01-09 00:51,24.00,300.00,20.70,29.85,0.00,10.00
EWR,2025-01-09 01:51,23.00,300.00,16.10,29.85,0.00,10.00
EWR,2025-01-09 02:51,23.00,290.00,20.70,29.84,0.00,10.00
EWR,2025-01-09 03:51,23.00,290.00,16.10,29.82,0.00,10.00
EWR,2025-01-09 04:51,22.00,290.00,14.95,29.81,0.00,10.00
EWR,2025-01-09 05:51,22.00,290.00,16.10,29.78,0.00,10.00
EWR,2025-01-09 06:51,23.00,300.00,17.25,29.77,0.00,10.00
EWR,2025-01-09 07:51,24.00,300.00,21.85,29.76,0.00,10.00
EWR,2025-01-09 08:51,23.00,300.00,14.95,29.75,0.00,10.00
EWR,2025-01-09 09:51,24.00,300.00,20.70,29.74,0.00,10.00
EWR,2025-01-09 10:51,23.00,310.00,17.25,29.75,0.00,10.00
EWR,2025-01-09 11:51,23.00,300.00,20.70,29.75,0.00,10.00
EWR,2025-01-09 12:51,24.00,300.00,17.25,29.77,0.00,10.00
EWR,2025-01-09 13:51,26.00,310.00,19.55,29.77,0.00,10.00
EWR,2025-01-09 14:51,28.00,310.00,23.00,29.77,0.00,10.00
EWR,2025-01-09 15:51,31.00,310.00,25.30,29.78,0.00,10.00
EWR,2025-01-09 16:51,34.00,290.00,20.70,29.76,0.00,10.00
EWR,2025-01-09 17:51,34.00,320.00,24.15,29.74,0.00,10.00
EWR,2025-01-09 18:51,36.00,300.00,21.85,29.73,0.00,10.00
EWR,2025-01-09 19:51,36.00,310.00,18.40,29.76,0.00,10.00
EWR,2025-01-09 20:51,35.00,310.00,21.85,29.78,0.00,10.00
EWR,2025-01-09 21:51,32.00,310.00,19.55,29.81,0.00,10.00
EWR,2025-01-09 22:51,31.00,310.00,16.10,29.83,0.00,10.00
EWR,2025-01-09 23:51,30.00,300.00,24.15,29.84,0.00,10.00
EWR,2025-01-10 00:51,29.00,320.00,14.95,29.86,0.00,10.00
EWR,2025-01-10 01:51,29.00,300.00,11.50,29.89,0.00,10.00
EWR,2025-01-10 02:51,29.00,310.00,16.10,29.90,0.00,10.00
EWR,2025-01-10 03:51,29.00,300.00,13.80,29.91,0.00,10.00
EWR,2025-01-10 04:51,28.00,300.00,20.70,29.92,0.00,10.00
EWR,2025-01-10 05:51,28.00,320.00,16.10,29.91,0.00,10.00
EWR,2025-01-10 06:51,28.00,320.00,16.10,29.91,0.00,10.00
EWR,2025-01-10 07:51,27.00,310.00,16.10,29.92,0.00,10.00
EWR,2025-01-10 08:51,27.00,320.00,14.95,29.92,0.00,10.00
EWR,2025-01-10 09:51,27.00,300.00,9.20,29.93,0.00,10.00
EWR,2025-01-10 10:51,27.00,320.00,13.80,29.96,0.00,10.00
EWR,2025-01-10 11:51,28.00,310.00,13.80,29.97,0.00,10.00
EWR,2025-01-10 12:51,29.00,270.00,9.20,29.98,0.00,10.00
EWR,2025-01-10 13:51,31.00,310.00,12.65,29.99,0.00,10.00
EWR,2025-01-10 14:51,34.00,320.00,13.80,30.00,0.00,10.00
EWR,2025-01-10 15:51,37.00,310.00,11.50,29.97,0.00,10.00
EWR,2025-01-10 16:51,39.00,320.00,14.95,29.94,0.00,10.00
EWR,2025-01-10 17:51,41.00,330.00,16.10,29.91,0.00,10.00
EWR,2025-01-10 18:51,41.00,310.00,10.35,29.89,0.00,10.00
EWR,2025-01-10 19:51,41.00,300.00,12.65,29.90,0.00,10.00
EWR,2025-01-10 20:51,39.00,300.00,12.65,29.89,0.00,10.00
EWR,2025-01-10 21:51,38.00,320.00,6.90,29.87,0.00,10.00
EWR,2025-01-10 22:51,37.00,290.00,6.90,29.87,0.00,10.00
EWR,2025-01-10 23:51,37.00,290.00,5.75,29.85,0.00,10.00
EWR,2025-01-11 00:51,37.00,270.00,5.75,29.83,0.00,10.00
EWR,2025-01-11 01:51,36.00,260.00,8.05,29.82,0.00,10.00
EWR,2025-01-11 02:51,35.00,290.00,3.45,29.77,0.00,10.00
EWR,2025-01-11 03:51,35.00,260.00,5.75,29.75,0.00,10.00
EWR,2025-01-11 04:51,35.00,250.00,6.90,29.74,0.00,10.00
EWR,2025-01-11 05:51,34.00,M,4.60,29.73,0.00,10.00
EWR,2025-01-11 06:51,33.00,0.00,0.00,29.69,0.00,10.00
EWR,2025-01-11 07:51,32.00,220.00,5.75,29.66,0.00,10.00
EWR,2025-01-11 08:48,30.20,200.00,10.35,29.65,T,8.00
EWR,2025-01-11 08:51,31.00,200.00,9.20,29.65,T,8.00
EWR,2025-01-11 09:13,30.00,250.00,9.20,29.63,T,3.00
EWR,2025-01-11 09:32,29.00,230.00,6.90,29.62,0.01,1.50
EWR,2025-01-11 09:51,28.00,260.00,4.60,29.60,0.01,1.50
EWR,2025-01-11 10:04,28.00,280.00,3.45,29.60,0.01,3.00
EWR,2025-01-11 10:20,28.00,0.00,0.00,29.59,0.01,6.00
EWR,2025-01-11 10:51,28.00,280.00,3.45,29.57,0.01,3.00
EWR,2025-01-11 11:51,28.00,280.00,5.75,29.56,T,8.00
EWR,2025-01-11 12:51,28.00,280.00,6.90,29.54,T,10.00
EWR,2025-01-11 12:58,28.00,290.00,8.05,29.54,T,10.00
EWR,2025-01-11 13:51,30.00,290.00,5.75,29.53,T,10.00
EWR,2025-01-11 14:51,31.00,290.00,4.60,29.53,0.00,10.00
EWR,2025-01-11 15:26,32.00,310.00,8.05,29.52,0.00,10.00
EWR,2025-01-11 15:48,32.00,310.00,8.05,29.52,0.00,10.00
EWR,2025-01-11 15:51,32.00,320.00,6.90,29.51,0.00,10.00
EWR,2025-01-11 16:21,35.00,310.00,11.50,29.50,0.00,10.00
EWR,2025-01-11 16:51,35.00,340.00,12.65,29.48,0.00,10.00
EWR,2025-01-11 17:11,35.00,340.00,8.05,29.47,0.00,10.00
EWR,2025-01-11 17:51,36.00,320.00,13.80,29.47,0.00,10.00
EWR,2025-01-11 18:51,37.00,290.00,11.50,29.48,0.00,10.00
EWR,2025-01-11 19:51,37.00,310.00,16.10,29.50,0.00,10.00
EWR,2025-01-11 20:51,37.00,310.00,13.80,29.53,0.00,10.00
EWR,2025-01-11 21:51,34.00,300.00,14.95,29.59,0.00,10.00
EWR,2025-01-11 22:51,33.00,300.00,18.40,29.63,0.00,10.00
EWR,2025-01-11 23:51,33.00,320.00,17.25,29.67,0.00,10.00
EWR,2025-01-12 00:51,32.00,320.00,18.40,29.71,0.00,10.00
EWR,2025-01-12 01:51,32.00,330.00,17.25,29.75,0.00,10.00
EWR,2025-01-12 02:51,32.00,320.00,17.25,29.76,0.00,10.00
EWR,2025-01-12 03:51,31.00,310.00,11.50,29.78,0.00,10.00
EWR,2025-01-12 04:51,31.00,310.00,11.50,29.80,0.00,10.00
EWR,2025-01-12 05:51,31.00,280.00,10.35,29.83,0.00,10.00
EWR,2025-01-12 06:51,30.00,280.00,4.60,29.85,0.00,10.00
EWR,2025-01-12 07:51,32.00,270.00,5.75,29.87,0.00,10.00
EWR,2025-01-12 08:51,34.00,310.00,4.60,29.90,0.00,10.00
EWR,2025-01-12 09:51,34.00,290.00,8.05,29.92,0.00,10.00
EWR,2025-01-12 10:51,33.00,330.00,11.50,29.93,0.00,10.00
EWR,2025-01-12 11:51,32.00,330.00,6.90,29.95,0.00,10.00
EWR,2025-01-12 12:51,33.00,290.00,5.75,29.96,0.00,10.00
EWR,2025-01-12 13:51,36.00,250.00,6.90,30.00,0.00,10.00
EWR,2025-01-12 14:51,38.00,300.00,5.75,30.02,0.00,10.00
EWR,2025-01-12 15:51,41.00,320.00,10.35,30.02,0.00,10.00
EWR,2025-01-12 16:51,42.00,320.00,10.35,30.00,0.00,10.00
EWR,2025-01-12 17:51,44.00,290.00,10.35,29.99,0.00,10.00
EWR,2025-01-12 18:51,45.00,330.00,9.20,29.99,0.00,10.00
EWR,2025-01-12 19:51,44.00,300.00,9.20,30.00,0.00,10.00
EWR,2025-01-12 20:51,42.00,300.00,6.90,30.01,0.00,10.00
EWR,2025-01-12 21:51,41.00,310.00,9.20,30.02,0.00,10.00
EWR,2025-01-12 22:51,41.00,320.00,6.90,30.03,0.00,10.00
EWR,2025-01-12 23:51,40.00,280.00,3.45,30.04,0.00,10.00
EWR,2025-01-13 00:51,38.00,0.00,0.00,30.04,0.00,10.00
EWR,2025-01-13 01:51,35.00,230.00,5.75,30.04,0.00,10.00
EWR,2025-01-13 02:51,38.00,240.00,8.05,30.05,0.00,10.00
EWR,2025-01-13 03:51,38.00,250.00,6.90,30.05,0.00,10.00
EWR,2025-01-13 04:51,37.00,240.00,8.05,30.04,0.00,10.00
EWR,2025-01-13 05:51,36.00,240.00,5.75,30.03,0.00,10.00
EWR,2025-01-13 06:51,33.00,220.00,4.60,30.03,0.00,10.00
EWR,2025-01-13 07:51,34.00,190.00,3.45,30.02,0.00,10.00
EWR,2025-01-13 08:51,34.00,180.00,4.60,30.01,0.00,10.00
EWR,2025-01-13 09:51,31.00,200.00,4.60,30.00,0.00,10.00
EWR,2025-01-13 10:51,31.00,210.00,5.75,30.00,0.00,10.00
EWR,2025-01-13 11:51,31.00,240.00,8.05,30.00,0.00,10.00
EWR,2025-01-13 12:51,31.00,230.00,10.35,30.00,0.00,10.00
EWR,2025-01-13 13:51,33.00,230.00,10.35,30.00,0.00,10.00
EWR,2025-01-13 14:51,35.00,230.00,8.05,30.00,0.00,10.00
EWR,2025-01-13 15:51,38.00,250.00,11.50,29.98,0.00,10.00
EWR,2025-01-13 16:51,40.00,240.00,9.20,29.95,0.00,10.00
EWR,2025-01-13 17:51,41.00,240.00,11.50,29.91,0.00,10.00
EWR,2025-01-13 18:51,41.00,240.00,14.95,29.90,0.00,10.00
EWR,2025-01-13 19:51,44.00,240.00,19.55,29.88,0.00,10.00
EWR,2025-01-13 20:51,43.00,240.00,13.80,29.88,0.00,10.00
EWR,2025-01-13 21:51,42.00,240.00,11.50,29.90,0.00,10.00
EWR,2025-01-13 22:51,41.00,260.00,11.50,29.91,0.00,10.00
EWR,2025-01-13 23:51,39.00,240.00,8.05,29.93,0.00,10.00
EWR,2025-01-14 00:51,38.00,240.00,8.05,29.93,0.00,10.00
EWR,2025-01-14 01:51,37.00,250.00,8.05,29.93,0.00,10.00
EWR,2025-01-14 02:51,37.00,250.00,9.20,29.94,0.00,10.00
EWR,2025-01-14 03:51,35.00,270.00,8.05,29.94,0.00,10.00
EWR,2025-01-14 04:51,35.00,280.00,10.35,29.93,0.00,10.00
EWR,2025-01-14 05:51,34.00,320.00,5.75,29.94,0.00,10.00
EWR,2025-01-14 06:51,32.00,300.00,4.60,29.96,0.00,10.00
EWR,2025-01-14 07:51,30.00,290.00,5.75,29.97,0.00,10.00
EWR,2025-01-14 08:51,30.00,260.00,9.20,29.97,0.00,10.00
EWR,2025-01-14 09:51,30.00,250.00,8.05,29.98,0.00,10.00
